,시도,시군구,2017.1,2017.2,2017.3,2017.4,2017.5,2017.6,2017.7,2017.8,2017.9,2017.1.1,2017.11,2017.12,2018.1,2018.2,2018.3,2018.4,2018.5,2018.6,2018.7,2018.8,2018.9,2018.1.1,2018.11,2018.12,2019.1,2019.2,2019.3,2019.4,2019.5,2019.6,2019.7,2019.8,2019.9,2019.1.1,2019.11,2019.12,2020.1,2020.2,2020.3,2020.4,2020.5,2020.6,2020.7,2020.8,2020.9,2020.1.1,2020.11,2020.12,2021.1,2021.2,2021.3,2021.4,2021.5,2021.6,2021.7,2021.8,2021.9,2021.1.1,2021.11,2021.12
0,합계,합계,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시
1,합계,합계,693,366,393,499,918,848,969,1087,1095,1265,1087,969,626,348,426,511,905,849,947,1001,1127,1225,1064,909,575,332,339,456,914,800,996,1077,1184,1302,1026,837,390,190,232,317,635,712,840,864,884,1060,841,648,160,85,125,334,650,661,815,828,929,979,808,648
2,합계,강남구,73,27,24,34,73,69,99,87,66,74,85,98,60,38,33,34,52,57,85,79,78,94,76,62,72,42,18,27,59,57,104,98,88,111,73,73,37,27,14,19,59,65,89,73,90,102,79,61,17,11,6,15,61,63,88,67,81,92,76,79
3,합계,강동구,29,17,16,12,45,36,37,48,51,58,41,35,17,15,15,18,33,37,36,35,56,50,45,35,19,14,16,19,51,28,36,60,60,51,50,31,13,5,14,10,21,24,34,52,46,57,35,31,4,1,7,14,19,17,21,29,38,40,24,27
4,합계,강북구,39,27,18,20,42,35,34,39,46,50,49,31,29,19,14,24,32,38,32,38,48,53,36,33,23,16,13,18,33,28,41,40,47,54,49,33,13,8,14,8,14,20,36,30,34,32,31,31,9,4,6,8,22,17,29,36,46,27,34,21
5,합계,강서구,22,10,11,23,38,39,42,37,51,44,49,34,23,14,18,29,40,32,24,37,43,41,48,36,21,18,25,25,48,41,44,43,56,65,39,38,22,8,6,21,27,29,34,41,39,43,43,30,5,6,4,16,28,33,31,38,48,53,40,34
6,합계,관악구,22,20,24,20,26,25,30,30,38,46,51,34,22,15,15,20,28,41,32,32,46,42,29,31,32,19,16,16,27,28,29,37,41,38,31,35,24,10,16,9,30,30,34,35,36,43,29,29,4,5,5,17,22,32,32,40,38,52,39,27
7,합계,광진구,33,10,12,11,23,13,16,36,37,36,39,16,24,9,12,10,19,20,35,18,31,21,35,29,22,11,4,11,17,16,21,29,39,34,31,23,11,6,7,8,18,21,17,16,13,28,23,19,7,2,4,10,20,26,15,27,28,15,33,20
8,합계,구로구,14,8,22,21,28,30,41,37,39,46,38,44,23,8,18,20,36,31,27,43,48,50,40,32,23,11,14,23,35,31,39,37,59,64,42,29,17,13,9,13,27,26,27,32,33,38,27,31,4,3,6,15,35,22,30,25,40,36,40,16
9,합계,금천구,14,8,9,15,24,19,21,30,24,34,25,26,20,6,12,21,17,30,18,23,29,35,30,25,14,11,11,12,22,15,27,19,28,42,37,20,15,5,11,7,17,17,23,20,18,21,26,17,1,0,4,8,20,19,19,22,18,30,20,12
10,합계,노원구,18,14,14,22,33,41,28,42,43,43,44,28,27,7,24,19,37,24,29,35,46,56,50,26,13,6,15,32,38,39,32,44,55,62,48,28,6,5,6,17,19,23,25,36,45,43,37,19,5,2,8,14,27,29,26,28,48,34,36,21
11,합계,도봉구,17,8,4,17,28,26,23,27,40,44,44,25,10,4,3,10,34,21,29,33,40,53,21,24,6,10,6,9,30,23,27,30,40,38,27,17,5,2,9,7,37,20,18,28,26,27,24,20,4,1,5,7,23,17,14,20,22,18,18,16
12,합계,동대문구,20,15,18,30,54,53,48,61,45,62,62,46,17,12,20,22,38,50,69,50,63,55,51,41,15,10,12,14,41,40,56,44,59,51,43,35,10,6,12,15,28,46,45,38,32,49,28,16,4,5,10,16,39,33,44,33,36,39,28,19
13,합계,동작구,22,12,17,18,25,31,49,38,48,53,42,31,19,11,19,20,53,24,42,39,49,60,47,39,15,9,9,20,45,34,41,48,43,54,43,37,10,5,8,16,25,25,31,36,44,47,33,27,5,3,4,10,33,33,35,34,34,48,28,17
14,합계,마포구,37,30,20,23,34,39,29,52,44,51,46,55,27,24,26,19,31,34,42,36,33,46,45,34,24,19,21,19,22,30,36,35,29,41,45,38,24,12,13,9,15,20,21,29,32,37,29,22,12,2,3,7,14,16,23,25,31,35,27,31
15,합계,서대문구,22,7,12,9,30,28,35,27,40,39,41,18,21,10,12,15,34,26,36,28,47,49,28,19,21,10,15,18,27,27,24,34,48,48,27,25,13,6,5,10,22,15,25,26,17,34,18,14,1,2,7,14,12,24,27,27,30,29,25,17
16,합계,서초구,35,21,16,30,49,54,63,61,52,75,52,48,33,18,15,28,57,57,51,45,38,62,62,57,38,26,17,19,32,35,52,43,51,57,49,39,25,9,5,15,29,35,42,42,47,65,42,36,16,8,4,19,38,38,47,44,40,47,42,32
17,합계,성동구,19,4,15,10,22,23,23,25,27,28,25,21,18,9,7,16,32,20,23,28,37,32,24,25,20,4,4,11,27,17,24,31,25,24,17,20,11,2,6,7,22,26,28,33,22,35,27,23,0,3,2,14,22,33,29,25,26,32,24,32
18,합계,성북구,21,11,15,15,47,36,44,36,47,66,41,31,25,9,18,15,50,34,34,45,42,43,37,35,14,6,8,26,52,47,31,44,58,46,40,34,11,6,12,22,25,38,49,38,29,48,36,26,6,1,5,16,25,28,27,45,33,42,35,32
19,합계,송파구,52,27,26,29,46,36,56,57,74,79,64,71,51,29,25,30,50,34,53,82,68,80,79,63,30,23,15,25,55,41,43,63,81,87,58,65,28,11,8,16,41,38,53,58,64,67,53,35,11,5,3,26,44,41,51,49,61,73,63,37
20,합계,양천구,17,8,14,31,41,27,29,53,41,44,32,31,19,4,18,21,29,31,37,43,43,42,49,30,13,4,12,18,41,34,36,34,47,57,45,31,16,7,7,13,18,25,35,27,32,45,34,20,10,0,4,19,26,14,34,47,45,39,24,21
21,합계,영등포구,51,22,23,22,48,46,51,57,49,75,45,64,38,26,23,31,52,48,49,52,61,59,55,65,35,12,12,23,68,43,68,64,60,70,56,45,20,10,10,21,35,39,35,40,31,44,43,41,3,1,5,17,30,36,42,38,41,46,45,30
22,합계,용산구,17,14,10,15,20,26,27,34,37,31,28,27,14,17,21,21,32,26,19,26,27,35,26,30,22,14,24,10,16,15,34,28,17,34,23,22,10,3,5,5,16,23,9,19,20,13,22,10,2,3,3,7,16,15,18,19,23,27,18,21
23,합계,은평구,27,12,11,22,41,26,34,57,50,45,40,48,24,12,11,23,37,34,37,43,52,30,34,30,16,8,9,21,37,33,35,43,42,42,47,27,14,7,11,13,18,24,41,25,28,40,28,25,10,4,6,17,17,15,38,28,40,34,22,19
24,합계,종로구,22,14,15,14,28,29,45,39,29,36,24,36,24,8,9,15,29,36,38,22,32,43,36,43,19,10,6,15,21,31,32,45,28,45,22,29,8,3,5,7,15,28,28,29,36,31,18,14,6,1,2,10,15,16,28,24,20,23,15,18
25,합계,중구,23,10,10,11,34,26,32,32,31,42,33,31,22,17,11,12,20,32,35,33,20,30,33,25,19,9,13,9,27,26,36,40,29,20,29,26,13,3,10,11,20,23,30,23,24,25,37,20,5,10,4,4,14,12,26,17,19,24,17,18
26,합계,중랑구,27,10,17,25,39,35,33,45,46,64,47,40,19,7,27,18,33,32,35,56,50,64,48,40,29,10,24,16,43,41,48,44,54,67,55,37,14,11,9,18,37,32,31,38,46,46,39,31,9,2,8,14,28,32,41,41,43,44,35,31
