,시도,시군구,2017.1,2017.2,2017.3,2017.4,2017.5,2017.6,2017.7,2017.8,2017.9,2017.10,2017.11,2017.12,2018.1,2018.2,2018.3,2018.4,2018.5,2018.6,2018.7,2018.8,2018.9,2018.10,2018.11,2018.12,2019.1,2019.2,2019.3,2019.4,2019.5,2019.6,2019.7,2019.8,2019.9,2019.10,2019.11,2019.12,2020.1,2020.2,2020.3,2020.4,2020.5,2020.6,2020.7,2020.8,2020.9,2020.10,2020.11,2020.12,2021.1,2021.2,2021.3,2021.4,2021.5,2021.6,2021.7,2021.8,2021.9,2021.10,2021.11,2021.12
0,시도,시군구,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시
1,합계,합계,551,385,308,214,137,82,45,71,84,134,267,586,520,397,318,233,119,63,44,49,89,176,285,563,426,282,201,180,111,65,49,56,68,133,202,417,451,244,199,135,83,56,36,55,81,153,357,477,249,118,77,58,49,44,38,57,95,191,427,656
2,합계,종로구,13,9,14,7,5,2,0,2,0,1,5,12,7,5,9,9,0,1,1,1,1,1,6,22,8,7,3,3,3,1,0,1,3,0,5,14,12,6,1,3,1,2,1,1,1,3,6,10,3,2,1,1,0,4,1,2,1,4,10,16
3,합계,중구,9,4,5,2,1,3,0,0,2,2,4,7,7,8,10,5,3,1,0,2,3,8,6,17,4,2,4,2,2,1,0,0,0,1,7,7,12,3,6,0,1,2,0,1,2,1,10,11,4,4,1,2,0,1,1,1,0,3,10,16
4,합계,용산구,16,15,13,10,4,1,0,1,3,7,8,28,24,11,11,10,4,3,1,2,3,4,11,16,18,16,11,2,2,3,1,1,1,6,4,8,11,7,6,6,1,2,1,0,3,6,13,9,11,5,4,1,0,0,1,2,4,2,10,32
5,합계,성동구,15,10,14,6,4,4,0,2,2,2,3,17,10,13,14,6,2,5,1,1,5,4,6,18,12,12,6,1,5,3,2,0,3,5,4,8,17,9,7,7,6,0,3,0,1,3,11,16,12,6,1,5,3,2,0,2,5,9,10,32
6,합계,동대문구,16,16,12,5,3,4,2,2,4,7,4,19,11,9,11,12,4,0,2,3,4,9,13,19,17,4,2,2,6,1,1,2,3,3,4,18,11,5,8,5,11,2,0,3,2,7,9,13,5,4,1,1,2,0,0,1,0,4,10,14
7,합계,성북구,16,9,9,7,6,0,3,0,4,4,6,18,14,14,6,6,4,0,3,0,5,9,6,19,10,11,7,4,2,3,1,3,3,3,7,8,9,5,8,1,1,2,1,1,2,10,9,5,6,2,3,4,2,0,3,2,5,4,14,10
8,합계,도봉구,8,8,9,3,2,1,3,3,4,4,13,13,5,8,2,1,1,2,1,1,6,5,6,6,5,3,3,4,3,1,0,0,2,2,5,7,2,4,3,2,1,1,2,0,2,4,7,11,6,0,0,2,0,0,1,1,2,4,9,12
9,합계,은평구,10,8,13,7,5,1,0,3,3,1,6,12,17,19,7,8,4,1,0,1,3,4,6,9,11,14,5,8,3,3,4,2,2,4,7,14,14,7,8,3,1,1,2,1,3,5,12,15,9,6,4,2,2,1,1,2,3,5,5,13
10,합계,서대문구,7,2,9,2,2,1,2,1,2,2,9,13,10,5,4,5,1,1,3,0,2,8,10,9,7,7,2,2,3,0,0,0,1,5,3,5,8,9,5,5,0,0,1,3,1,2,5,5,2,2,1,1,0,1,2,4,7,5,8,11
11,합계,마포구,38,33,17,14,19,4,1,5,3,6,9,35,36,26,20,9,5,6,3,1,3,10,13,27,21,17,15,13,4,2,2,6,2,7,8,21,19,18,7,1,3,4,1,2,6,2,13,12,8,2,3,5,5,0,1,0,3,7,29,37
12,합계,강서구,22,13,10,8,6,2,1,5,2,8,18,27,24,23,16,12,5,2,3,1,1,9,13,28,29,10,6,11,6,2,2,3,5,5,10,21,24,10,9,10,5,1,3,5,3,11,17,22,13,8,7,3,1,4,2,3,6,11,26,35
13,합계,구로구,16,15,14,4,5,4,1,3,4,10,18,25,21,14,13,7,4,3,1,1,11,6,16,22,18,11,5,2,4,4,5,4,7,7,11,25,23,20,14,9,1,4,0,3,2,5,18,20,9,6,5,1,1,3,3,2,5,17,29,21
14,합계,영등포구,32,24,17,16,4,5,3,9,8,11,22,28,29,20,19,14,5,5,3,2,2,17,14,42,22,20,8,9,5,1,2,4,2,9,10,22,23,13,13,8,4,2,2,4,3,9,21,27,16,4,5,3,2,3,1,4,6,13,28,30
15,합계,동작구,23,13,12,8,2,2,3,1,2,2,13,20,21,7,8,8,4,3,0,2,0,4,8,14,12,4,4,9,5,5,2,0,2,1,10,13,15,8,8,3,2,3,2,3,4,4,17,17,7,3,4,1,1,0,0,1,2,4,10,21
16,합계,관악구,16,11,5,11,2,6,1,3,1,7,9,17,20,17,7,12,7,4,1,0,4,5,10,17,15,14,12,14,6,3,3,0,1,7,7,13,20,6,3,9,4,3,1,3,1,4,18,19,10,2,1,3,6,2,2,2,6,4,14,21
17,합계,강남구,86,44,51,30,26,10,3,7,7,13,31,95,72,54,46,27,21,10,6,8,3,16,32,78,59,46,36,29,14,8,5,4,6,7,20,59,76,42,35,22,14,8,4,3,10,15,41,73,42,18,12,5,5,6,4,6,7,18,50,108
18,합계,강동구,26,11,11,4,3,1,0,1,7,6,7,19,13,12,9,3,1,3,4,4,3,7,12,28,10,10,6,7,3,2,2,2,0,3,9,10,10,2,4,5,1,5,0,2,4,5,11,14,8,2,5,1,1,0,3,1,5,4,15,21
19,합계,송파구,38,35,14,13,7,7,4,4,2,13,21,49,41,30,17,16,8,3,2,9,8,8,19,38,37,10,16,14,6,6,4,5,5,7,18,33,34,11,14,6,2,3,1,4,6,9,26,32,16,6,4,1,3,5,5,4,9,16,30,40
20,합계,서초구,38,24,17,13,7,6,5,2,5,2,22,41,27,26,26,18,8,3,2,0,4,11,16,32,33,20,14,10,7,6,4,3,5,8,6,36,33,14,8,6,7,2,2,3,5,7,28,50,14,7,1,4,3,3,0,4,0,13,33,41
21,합계,양천구,18,11,4,7,6,3,1,8,3,4,8,23,18,13,9,6,6,1,0,4,1,6,8,19,14,4,11,4,0,3,1,2,3,8,4,10,16,8,5,9,1,1,0,2,5,6,9,17,9,2,1,2,2,1,3,2,5,9,16,24
22,합계,중랑구,17,12,7,9,2,5,3,0,3,7,9,6,13,11,13,9,2,2,2,3,2,4,11,10,11,7,6,3,7,0,2,5,1,12,9,11,11,5,4,3,3,2,4,2,3,7,14,9,8,5,3,4,0,1,1,3,5,7,8,20
23,합계,노원구,25,18,12,6,5,4,5,4,6,4,7,18,23,10,11,8,5,1,2,3,5,5,15,22,19,15,3,5,7,2,1,2,3,10,7,19,16,8,4,1,2,4,1,2,6,7,13,22,7,8,1,3,4,2,2,5,2,11,12,19
24,합계,광진구,17,14,2,10,3,3,2,1,2,2,7,14,27,11,8,7,7,1,0,0,7,6,12,21,17,7,4,6,2,3,1,1,3,3,6,9,18,4,9,4,4,2,0,4,1,8,8,21,9,4,2,0,4,1,0,1,5,5,13,28
25,합계,강북구,12,22,12,6,7,1,1,2,1,4,2,15,10,16,15,7,6,0,2,0,0,6,5,10,7,4,8,9,3,1,1,4,2,2,11,8,3,9,6,5,3,0,1,0,0,2,9,6,5,6,4,3,1,2,1,2,2,5,12,11
26,합계,금천구,17,4,5,6,1,2,1,2,4,5,6,15,20,15,7,8,2,2,1,0,3,4,11,20,10,7,4,7,3,1,3,2,3,8,10,18,14,11,4,2,4,0,3,3,5,11,12,21,10,4,3,0,1,2,0,0,0,7,16,23
